country,region,sub-region,retail-and-recreation,grocery-and-pharmacy,parks,transit-stations,workplaces,residential
AE,,,-55,-26,-53,-69,-45,26
AF,,,-38,-21,-13,-34,-33,10
AG,,,-46,-21,-30,-67,-48,17
AO,,,-61,-40,-39,-57,-11,22
AR,,,-86,-61,-89,-80,-57,27
AR,,Buenos Aires Province,-88,-60,-91,-79,-60,26
AR,,Buenos Aires,-90,-48,-91,-82,-69,31
AR,,Catamarca Province,-71,-46,-78,-81,-35,29
AR,,Chaco Province,-79,-63,-83,-92,-48,24
AR,,Chubut Province,-92,-91,-94,-93,-62,28
AR,,Cordoba,-88,-66,-90,-91,-57,30
AR,,Corrientes,-80,-63,-88,-89,-47,25
AR,,Entre Rios,-87,-65,-93,-90,-54,29
AR,,Formosa Province,-76,-53,-82,-71,-37,21
AR,,Jujuy,-80,-55,-83,-92,-44,27
AR,,La Pampa,-88,-72,-88,-87,-56,28
AR,,La Rioja Province,-70,-46,-84,-86,-40,26
AR,,Mendoza Province,-81,-56,-84,-72,-49,29
AR,,Misiones Province,-83,-66,-85,-92,-51,27
AR,,Neuquen,-96,-95,-95,-92,-72,33
AR,,Río Negro,-90,-72,-92,-96,-55,29
AR,,Salta Province,-82,-55,-84,-76,-47,26
AR,,San Juan Province,-76,-50,-80,-87,-46,28
AR,,San Luis Province,-85,-60,-89,-91,-56,29
AR,,Santa Cruz Province,-83,-62,-88,-91,-56,24
AR,,Santa Fe Province,-87,-63,-89,-77,-57,29
AR,,Santiago del Estero Province,-75,-49,-75,-90,-46,25
AR,,Tierra del Fuego Province,-87,-63,-89,-92,-59,24
AR,,Tucumán,-81,-53,-78,-90,-51,28
AT,,,-87,-64,-43,-71,-51,14
AT,,Burgenland,-83,-36,19,-43,-49,16
AT,,Carinthia,-85,-62,-45,-59,-48,13
AT,,Lower Austria,-82,-36,8,-74,-45,13
AT,,Salzburg,-93,-86,-73,-81,-59,15
AT,,Styria,-86,-61,-42,-71,-47,13
AT,,Tyrol,-95,-86,-82,-85,-65,16
AT,,Upper Austria,-86,-44,-19,-67,-47,13
AT,,Vienna,-85,-52,-44,-71,-52,15
AT,,Vorarlberg,-90,-70,-68,-79,-54,14
AU,,,-45,-19,-35,-58,-33,13
AU,,Australian Capital Territory,-40,-3,38,-52,-31,11
AU,,New South Wales,-44,-13,-27,-57,-35,14
AU,,Northern Territory,-35,-13,-20,-55,-23,12
AU,,Queensland,-40,-19,-33,-57,-30,12
AU,,South Australia,-43,-15,-33,-55,-28,12
AU,,Tasmania,-50,-30,-70,-62,-28,13
AU,,Victoria,-51,-26,-55,-68,-37,16
AU,,Western Australia,-40,-16,-37,-55,-26,13
AW,,,-88,-66,-80,-88,-72,20
BA,,,-76,-50,-22,-59,-50,13
BB,,,-70,-47,-60,-77,-52,15
BB,,Christ Church,-81,-57,,-83,-51,17
BB,,Saint George,-35,,-53,,-29,
BB,,Saint James,-76,-50,,,-56,
BB,,Saint John,,,,,-36,
BB,,Saint Michael,-70,-48,-70,-73,-55,14
BB,,Saint Peter,-74,-18,,,-31,
BB,,Saint Philip,-72,-49,,,-49,
BB,,Saint Thomas,-13,,,,-29,
BD,,,-68,-46,-26,-66,-60,24
BE,,,-84,-53,-66,-76,-52,17
BE,,Brussels,-89,-65,-64,-82,-62,19
BE,,Flanders,-82,-46,-65,-74,-50,17
BE,,Wallonia,-84,-62,-72,-77,-52,16
BF,,,-34,-25,-22,-53,-3,15
BG,,,-66,-36,-32,-58,-29,11
BG,,Blagoevgrad Province,-74,-47,-32,-55,-43,10
BG,,Burgas,-65,-38,-40,-51,-35,11
BG,,Dobrich Province,-61,-33,-38,,-19,18
BG,,Gabrovo,-61,-34,-16,,-17,17
BG,,Haskovo Province,-66,-43,-14,-67,-27,13
BG,,Jambol,-58,-44,-42,,-20,14
BG,,Kardzhali Province,-71,-48,-27,-76,-39,12
BG,,Kyustendil Province,-57,-39,-35,-46,-24,19
BG,,Lovec,-64,-32,-16,,-21,18
BG,,Montana Province,-41,-37,-18,-58,-13,11
BG,,Pazardzhik,-68,-38,-29,-69,-32,13
BG,,Pernik,-58,-31,-37,,-21,21
BG,,Pleven Province,-64,-37,-16,,-22,14
BG,,Plovdiv Province,-68,-38,-33,-54,-29,12
BG,,Razgrad,-48,-66,,,-10,11
BG,,Ruse,-58,-36,-14,-43,-25,11
BG,,Shumen Province,-63,-29,-26,-70,-20,20
BG,,Silistra,-37,-23,,,-12,-3
BG,,Sliven Province,-61,-36,-40,-51,-25,19
BG,,Smoljan,-66,-59,-42,,-41,2
BG,,Sofia City Province,-70,-35,-42,-62,-34,15
BG,,Sofia Province,-60,-35,-28,,-31,14
BG,,Stara Zagora,-63,-38,-27,-10,-29,10
BG,,Targovishte Province,-63,-31,,,-19,2
BG,,Varna,-72,-36,-54,-76,-34,12
BG,,Veliko Tarnovo Province,-68,-37,-24,-56,-28,13
BG,,Vidin,-59,-29,,,-25,
BG,,Vraca,-53,-31,-3,-49,-18,21
BH,,,-45,-22,-40,-38,-25,16
BJ,,,-16,0,10,-14,2,5
BO,,,-93,-94,-89,-92,-72,35
BR,,,-71,-35,-70,-62,-34,17
BR,,Federal District,-68,-28,-63,-56,-36,20
BR,,State of Acre,-68,-20,-56,-75,-22,11
BR,,State of Alagoas,-77,-43,-79,-76,-35,17
BR,,State of Amapá,-71,-27,-51,-73,-28,11
BR,,State of Amazonas,-64,-28,-62,-46,-26,13
BR,,State of Bahia,-73,-42,-71,-73,-33,17
BR,,State of Ceará,-76,-34,-71,-68,-33,16
BR,,State of Espírito Santo,-68,-35,-69,-69,-31,16
BR,,State of Goiás,-67,-27,-44,-50,-28,15
BR,,State of Maranhão,-63,-27,-48,-66,-20,11
BR,,State of Mato Grosso do Sul,-68,-33,-56,-68,-26,14
BR,,State of Mato Grosso,-63,-30,-44,-59,-22,11
BR,,State of Minas Gerais,-66,-29,-46,-57,-30,15
BR,,State of Paraná,-75,-42,-70,-64,-34,17
BR,,State of Paraíba,-76,-36,-73,-64,-33,17
BR,,State of Pará,-61,-25,-53,-64,-19,12
BR,,State of Pernambuco,-74,-35,-72,-59,-35,17
BR,,State of Piauí,-71,-39,-49,-76,-27,18
BR,,State of Rio de Janeiro,-72,-32,-74,-61,-37,17
BR,,State of Rio Grande do Norte,-74,-36,-74,-66,-33,19
BR,,State of Rio Grande do Sul,-75,-39,-73,-67,-36,20
BR,,State of Rondônia,-63,-27,-42,-71,-23,12
BR,,State of Roraima,-68,-25,-51,-72,-24,12
BR,,State of Santa Catarina,-80,-49,-84,-76,-40,20
BR,,State of Sergipe,-78,-46,-77,-83,-36,18
BR,,State of São Paulo,-72,-36,-71,-62,-37,17
BR,,State of Tocantins,-61,-31,-35,-71,-19,11
BS,,,-67,-34,-48,-87,-52,19
BW,,,-12,-2,7,-20,-3,13
BY,,,-14,5,41,-7,3,-2
BZ,,,-63,-49,-38,-68,-42,13
CA,,,-59,-35,-16,-66,-44,14
CA,,Alberta,-55,-29,-23,-63,-41,13
CA,,British Columbia,-54,-28,27,-59,-47,13
CA,,Manitoba,-49,-21,-9,-56,-36,11
CA,,New Brunswick,-42,-20,101,-47,-35,8
CA,,Newfoundland and Labrador,-54,-38,-18,-60,-35,9
CA,,Northwest Territories,-59,-44,,-59,-32,
CA,,Nova Scotia,-33,-7,95,-45,-32,5
CA,,Nunavut,-47,,,,-32,
CA,,Ontario,-59,-33,-14,-66,-46,14
CA,,Prince Edward Island,-43,-19,-51,,-34,25
CA,,Quebec,-70,-44,-68,-75,-45,15
CA,,Saskatchewan,-53,-24,45,-52,-37,11
CA,,Yukon,-43,-28,,,-31,
CH,,,-81,-51,-41,-68,-46,15
CH,,Aargau,-75,-35,-14,-56,-41,13
CH,,Appenzell Ausserrhoden,-77,3,,-60,-29,
CH,,Appenzell Innerrhoden,-57,,,,-29,
CH,,Basel City,-89,-41,-65,-76,-48,25
CH,,Basel-Landschaft,-77,-21,-25,-61,-40,23
CH,,Canton of Bern,-80,-53,-36,-68,-43,14
CH,,Canton of Zug,-75,-2,,-67,-45,27
CH,,Fribourg,-82,-44,-41,-62,-42,20
CH,,Geneva,-82,-60,-40,-84,-54,21
CH,,Glarus,-92,-19,,-48,-33,
CH,,Grisons,-89,-78,-59,-78,-57,20
CH,,Jura,-91,-32,,-64,-43,14
CH,,Lucerne,-82,-38,-50,-66,-40,16
CH,,Neuchâtel,-78,-48,-18,-58,-46,28
CH,,Nidwalden,-74,-2,-73,-78,-46,
CH,,Obwalden,-63,-16,-49,-79,-40,
CH,,Schaffhausen,-90,-50,,-61,-41,2
CH,,Schwyz,-72,-55,-45,-66,-44,23
CH,,Solothurn,-77,-35,-13,-63,-38,15
CH,,St. Gallen,-80,-44,-29,-58,-42,14
CH,,Thurgau,-79,-30,-44,-61,-40,15
CH,,Ticino,-85,-69,-51,-64,-49,21
CH,,Uri,-89,-13,,-78,-44,
CH,,Valais,-87,-67,-61,-75,-57,17
CH,,Vaud,-79,-49,-42,-68,-50,17
CH,,Zurich,-82,-44,-53,-73,-47,16
CI,,,-35,-21,-21,-33,-9,14
CL,,,-73,-55,-72,-64,-42,24
CM,,,-26,-20,-19,-23,-3,9
CO,,,-86,-68,-80,-82,-58,26
CR,,,-68,-41,-71,-68,-39,21
CV,,,-60,-48,-57,-88,-40,19
CZ,,,-73,-26,-24,-61,-31,11
CZ,,Central Bohemian Region,-67,-20,9,-37,-29,11
CZ,,Hradec Králové Region,-78,-30,-33,-69,-32,11
CZ,,Karlovy Vary Region,-75,-38,-53,-70,-36,10
CZ,,Liberec Region,-75,-24,-45,-66,-36,10
CZ,,Moravian-Silesian Region,-72,-21,-14,-63,-27,10
CZ,,Olomouc Region,-72,-27,-15,-74,-27,10
CZ,,Pardubice Region,-74,-27,-1,-73,-28,10
CZ,,Plzeň Region,-74,-29,-8,-55,-30,10
CZ,,Prague,-77,-30,-58,-71,-38,15
CZ,,South Bohemian Region,-72,-27,-17,-60,-29,9
CZ,,South Moravian Region,-70,-24,5,-50,-28,11
CZ,,Vysocina Region,-74,-21,27,-55,-28,10
CZ,,Zlin Region,-71,-25,1,-65,-29,9
CZ,,Ústí nad Labem Region,-71,-25,-28,-56,-26,9
DE,,,-77,-51,-49,-68,-39,11
DE,,Baden-Württemberg,-79,-49,-55,-71,-43,12
DE,,Bavaria,-80,-49,-50,-73,-43,12
DE,,Berlin,-83,-55,-63,-70,-44,12
DE,,Brandenburg,-75,-52,-53,-63,-31,9
DE,,Bremen,-79,-54,-22,-74,-40,10
DE,,Hamburg,-80,-50,-34,-72,-42,12
DE,,Hesse,-74,-40,-26,-72,-41,10
DE,,Lower Saxony,-76,-52,-42,-64,-36,10
DE,,Mecklenburg-Vorpommern,-74,-48,-50,-64,-32,8
DE,,North Rhine-Westphalia,-77,-51,-50,-70,-38,11
DE,,Rhineland-Palatinate,-74,-40,-38,-71,-39,10
DE,,Saarland,-77,-56,-29,-71,-39,10
DE,,Saxony,-78,-51,-50,-66,-34,10
DE,,Saxony-Anhalt,-74,-48,-56,-65,-27,8
DE,,Schleswig-Holstein,-70,-53,-27,-58,-36,10
DE,,Thuringia,-75,-44,-50,-63,-32,8
DK,,,-37,-22,35,-60,-28,9
DK,,Capital Region of Denmark,-48,-24,13,-67,-33,10
DK,,Central Denmark Region,-34,-23,71,-55,-26,9
DK,,North Denmark Region,-34,-16,32,-54,-26,8
DK,,Region of Southern Denmark,-30,-22,23,-59,-28,9
DK,,Region Zealand,-28,-17,54,-55,-25,8
DO,,,-80,-63,-73,-84,-56,23
EC,,,-84,-66,-80,-80,-61,26
EE,,,-60,-28,4,-51,-32,10
EE,,Harju County,-61,-29,2,-57,-34,11
EE,,Hiiu County,,,,,-68,
EE,,Ida-Viru County,-50,-22,-23,-35,-28,12
EE,,Järva County,-41,-23,,,-39,
EE,,Jõgeva County,-45,-24,,,-42,
EE,,Lääne County,-53,-32,,,-47,
EE,,Lääne-Viru County,-55,-20,,-41,-20,5
EE,,Pärnu County,-67,-31,-17,-53,-36,20
EE,,Põlva County,-77,-24,,,-48,
EE,,Rapla County,-72,-23,,,-47,
EE,,Saare County,-80,-40,,-80,-57,
EE,,Tartu County,-65,-30,-13,-54,-35,23
EE,,Valga County,-58,-30,,,-40,
EE,,Viljandi County,-58,-26,,-42,-13,
EE,,Võru County,-82,-20,,,-46,
EG,,,-50,-24,-40,-52,-35,15
ES,,,-94,-76,-89,-88,-64,22
ES,,Andalusia,-94,-81,-88,-90,-65,21
ES,,Aragon,-92,-75,-87,-90,-64,20
ES,,Asturias,-94,-78,-88,-80,-63,23
ES,,Balearic Islands,-92,-68,-90,-88,-61,22
ES,,Basque Country,-94,-77,-93,-88,-63,22
ES,,Canary Islands,-94,-75,-92,-87,-66,20
ES,,Cantabria,-94,-76,-92,-89,-61,23
ES,,Castile and León,-94,-78,-84,-89,-62,22
ES,,Castile-La Mancha,-93,-77,-84,-89,-63,21
ES,,Catalonia,-94,-75,-90,-88,-64,21
ES,,Ceuta,-89,-78,-91,,-64,4
ES,,Community of Madrid,-94,-72,-92,-89,-65,22
ES,,Extremadura,-93,-75,-79,-87,-60,22
ES,,Galicia,-92,-77,-84,-88,-59,24
ES,,La Rioja,-94,-75,-90,-90,-65,23
ES,,Melilla,-92,-86,-90,-87,-59,-2
ES,,Navarre,-93,-77,-88,-90,-61,23
ES,,Region of Murcia,-94,-85,-90,-86,-63,24
ES,,Valencian Community,-95,-84,-92,-90,-66,22
FI,,,-52,-21,48,-59,-25,9
FI,,Central Finland,-48,-22,60,-70,-23,8
FI,,Central Ostrobothnia,-44,-13,,-63,-21,15
FI,,Kainuu,-54,-24,44,-64,-21,13
FI,,Kymenlaakso,-52,-21,65,-64,-17,8
FI,,Lapland,-62,-30,40,-71,-31,7
FI,,North Karelia,-54,-20,61,-54,-24,14
FI,,Northern Ostrobothnia,-51,-24,73,-55,-24,8
FI,,Northern Savonia,-56,-20,47,-53,-22,7
FI,,Ostrobothnia,-44,-16,70,-50,-21,8
FI,,Pirkanmaa,-53,-21,42,-53,-26,9
FI,,Päijänne Tavastia,-56,-22,84,-54,-25,8
FI,,Satakunta,-49,-22,34,-48,-19,8
FI,,South Karelia,-55,-26,46,-64,-25,15
FI,,Southern Ostrobothnia,-49,-20,50,-51,-20,9
FI,,Southern Savonia,-55,-18,59,-66,-23,14
FI,,Southwest Finland,-54,-22,15,-51,-25,9
FI,,Tavastia Proper,-53,-24,43,-62,-22,9
FI,,Uusimaa,-50,-20,39,-64,-28,10
FJ,,,-39,-25,-13,-59,-6,12
FR,,,-88,-72,-82,-87,-56,18
FR,,Auvergne-Rhône-Alpes,-87,-74,-80,-89,-56,19
FR,,Bourgogne-Franche-Comté,-87,-77,-77,-88,-54,18
FR,,Brittany,-87,-76,-83,-88,-53,18
FR,,Centre-Val de Loire,-86,-75,-79,-88,-53,17
FR,,Corsica,-84,-67,-74,-83,-54,21
FR,,Grand Est,-89,-77,-81,-89,-59,17
FR,,Hauts-de-France,-88,-72,-84,-87,-56,17
FR,,Normandy,-86,-73,-78,-88,-53,17
FR,,Nouvelle-Aquitaine,-86,-76,-80,-86,-53,18
FR,,Occitanie,-86,-72,-73,-86,-53,18
FR,,Pays de la Loire,-88,-78,-80,-90,-54,18
FR,,Provence-Alpes-Côte d'Azur,-87,-68,-83,-85,-55,18
FR,,Île-de-France,-91,-69,-89,-87,-63,20
GA,,,-39,-24,-25,-47,-15,15
GB,,,-85,-46,-52,-75,-55,15
GB,,Aberdeen City,-86,-41,-46,-73,-58,30
GB,,Aberdeenshire,-80,-46,-45,-58,-52,27
GB,,Angus council,-80,-44,-28,-51,-48,20
GB,,Antrim And Newtownabbey,-81,-46,-61,-89,-52,29
GB,,Ards And North Down,-78,-39,-57,-57,-56,28
GB,,Argyll and Bute Council,-88,-45,-34,-57,-52,8
GB,,Armagh City and Banbridge And Craigavon,-82,-45,-66,-65,-47,27
GB,,Bath and North East Somerset,-91,-48,-54,-75,-66,30
GB,,Bedford,-86,-47,-51,-72,-49,28
GB,,Belfast,-85,-42,-47,-76,-59,17
GB,,Blackburn with Darwen,-85,-42,,-71,-50,25
GB,,Blackpool,-88,-43,-64,-65,-54,22
GB,,Blaenau Gwent,-75,-46,,-57,-46,12
GB,,Borough of Halton,-78,-43,-46,-60,-48,25
GB,,Bracknell Forest,-83,-41,-56,-69,-58,31
GB,,Bridgend County Borough,-85,-43,-48,-59,-50,25
GB,,Brighton and Hove,-89,-48,-59,-77,-64,30
GB,,Buckinghamshire,-85,-45,-43,-74,-57,16
GB,,Caerphilly County Borough,-78,-41,-52,-54,-47,25
GB,,Cambridgeshire,-87,-48,-51,-79,-54,16
GB,,Cardiff,-86,-45,-48,-79,-59,17
GB,,Carmarthenshire,-81,-46,-57,-60,-49,24
GB,,Causeway Coast and Glens,-87,-41,-66,-64,-55,26
GB,,Central Bedfordshire,-82,-45,-41,-74,-54,20
GB,,Ceredigion,-84,-54,-60,-69,-57,6
GB,,Cheshire East,-84,-47,-63,-75,-53,15
GB,,Cheshire West and Chester,-88,-47,-58,-77,-55,15
GB,,City of Bristol,-87,-47,-25,-81,-57,18
GB,,Clackmannanshire,-89,-39,,-53,-49,6
GB,,Conwy Principal Area,-86,-48,-70,-63,-58,22
GB,,Cornwall,-85,-53,-54,-66,-56,14
GB,,County Durham,-83,-42,-56,-68,-55,14
GB,,Cumbria,-84,-50,-54,-73,-58,15
GB,,Darlington,-86,-47,-57,-75,-51,26
GB,,Denbighshire,-84,-43,-59,-70,-52,14
GB,,Derby,-85,-46,-55,-81,-55,19
GB,,Derbyshire,-86,-43,-55,-66,-55,15
GB,,Derry And Strabane,-80,-39,-63,-60,-54,25
GB,,Devon,-87,-51,-54,-73,-54,15
GB,,Dorset,-87,-47,-57,-70,-57,15
GB,,Dumfries and Galloway,-80,-42,-48,-75,-49,22
GB,,Dundee City Council,-83,-52,-10,-71,-56,26
GB,,East Ayrshire Council,-83,-39,,-55,-51,26
GB,,East Dunbartonshire Council,-75,-35,,-54,-56,19
GB,,East Lothian Council,-81,-37,-34,-57,-56,17
GB,,East Renfrewshire Council,-63,-29,-54,-51,-56,19
GB,,East Riding of Yorkshire,-85,-45,-61,-51,-52,14
GB,,East Sussex,-87,-46,-60,-68,-57,14
GB,,Edinburgh,-86,-44,-42,-83,-67,18
GB,,Essex,-84,-49,-58,-85,-56,16
GB,,Falkirk,-78,-38,-26,-56,-47,27
GB,,Fermanagh And Omagh,-86,-47,-55,-54,-52,27
GB,,Fife,-79,-38,-32,-56,-51,14
GB,,Flintshire,-80,-44,-48,-60,-54,26
GB,,Glasgow City,-84,-44,-37,-81,-60,16
GB,,Gloucestershire,-86,-48,-49,-73,-55,15
GB,,Greater London,-87,-48,-59,-80,-62,19
GB,,Greater Manchester,-84,-46,-44,-80,-54,16
GB,,Gwynedd,-87,-55,-62,-65,-56,18
GB,,Hampshire,-85,-45,-48,-74,-54,15
GB,,Hartlepool,-86,-44,-64,-70,-51,19
GB,,Herefordshire,-86,-50,-42,-64,-46,24
GB,,Hertfordshire,-85,-47,-46,-73,-56,16
GB,,Highland Council,-83,-47,-48,-70,-53,24
GB,,Inverclyde,-83,-37,,-58,-52,15
GB,,Isle of Anglesey,-84,-48,-65,-63,-46,7
GB,,Isle of Wight,-88,-47,-57,-76,-54,22
GB,,Kent,-86,-49,-62,-68,-53,15
GB,,Kingston upon Hull,-82,-45,-49,-71,-51,14
GB,,Lancashire,-84,-44,-39,-71,-52,14
GB,,Leicester,-84,-47,-45,-80,-51,15
GB,,Leicestershire,-83,-45,-54,-72,-55,15
GB,,Lincolnshire,-84,-45,-63,-67,-47,13
GB,,Lisburn and Castlereagh,-87,-45,-79,-61,-56,30
GB,,Luton,-79,-39,-41,-90,-49,19
GB,,Medway,-85,-40,-67,-71,-51,15
GB,,Merseyside,-83,-42,-53,-74,-54,15
GB,,Merthyr Tydfil County Borough,-89,-50,,-54,-52,8
GB,,Mid And East Antrim,-81,-37,-52,-56,-56,27
GB,,Mid Ulster,-81,-43,,-51,-42,28
GB,,Middlesbrough,-84,-43,-63,-73,-51,24
GB,,Midlothian,-90,-43,-20,-50,-53,25
GB,,Milton Keynes,-85,-49,-53,-79,-55,19
GB,,Monmouthshire,-85,-56,-61,-58,-47,16
GB,,Moray,-88,-45,-42,-63,-54,12
GB,,Na h-Eileanan an Iar,-77,-31,,-54,-51,
GB,,Neath Port Talbot Principle Area,-74,-38,-46,-60,-46,23
GB,,Newport,-83,-47,-49,-66,-52,26
GB,,Newry and Mourne And Down,-87,-45,-65,-55,-52,29
GB,,Norfolk,-87,-52,-69,-68,-53,14
GB,,North Ayrshire Council,-79,-37,-12,-59,-51,25
GB,,North East Lincolnshire,-85,-46,-72,-68,-46,22
GB,,North Lanarkshire,-78,-37,,-56,-50,13
GB,,North Lincolnshire,-79,-41,-56,-58,-46,23
GB,,North Somerset,-84,-50,-52,-88,-54,27
GB,,North Yorkshire,-88,-48,-65,-74,-55,15
GB,,Northamptonshire,-84,-42,-59,-71,-47,14
GB,,Northumberland,-84,-42,-66,-61,-54,14
GB,,Nottinghamshire,-90,-45,-58,-80,-56,15
GB,,Orkney,-85,-40,,,-61,
GB,,Oxfordshire,-87,-45,-48,-79,-58,17
GB,,Pembrokeshire,-87,-49,-62,-61,-47,18
GB,,Perth and Kinross,-86,-46,-39,-65,-54,27
GB,,Peterborough,-80,-45,-36,-77,-43,17
GB,,Plymouth,-87,-50,-43,-70,-54,18
GB,,Portsmouth,-88,-43,-46,-71,-54,19
GB,,Powys,-88,-50,-56,-63,-51,23
GB,,Reading,-89,-50,-41,-84,-55,32
GB,,Redcar and Cleveland,-88,-44,-63,-62,-50,23
GB,,Renfrewshire,-86,-39,14,-84,-58,29
GB,,Rhondda Cynon Taff,-80,-41,-47,-52,-50,19
GB,,Rutland,-100,-37,-70,,-57,
GB,,Scottish Borders,-88,-46,-39,-44,-51,20
GB,,Shetland Islands,-85,-49,,-54,-60,
GB,,Shropshire,-85,-49,-56,-70,-50,14
GB,,Slough,-80,-45,-45,-78,-54,29
GB,,Somerset,-86,-48,-56,-73,-49,14
GB,,South Ayrshire Council,-88,-42,-35,-62,-56,20
GB,,South Gloucestershire,-81,-45,-30,-64,-52,20
GB,,South Lanarkshire,-78,-38,-6,-57,-54,14
GB,,South Yorkshire,-86,-43,-47,-71,-53,15
GB,,Southampton,-87,-41,-57,-71,-54,19
GB,,Southend-on-Sea,-89,-39,-63,-79,-57,28
GB,,Staffordshire,-85,-44,-54,-73,-54,14
GB,,Stirling,-85,-49,-49,-76,-62,11
GB,,Stockton-on-Tees,-84,-47,-60,-69,-52,25
GB,,Stoke-on-Trent,-84,-44,-41,-70,-49,14
GB,,Suffolk,-87,-51,-67,-69,-54,15
GB,,Surrey,-85,-44,-57,-74,-59,17
GB,,Swansea,-84,-50,-51,-67,-54,19
GB,,Swindon,-83,-44,-30,-69,-52,28
GB,,Thurrock,-88,-53,-51,-59,-50,29
GB,,Torbay,-86,-44,-58,-68,-55,24
GB,,Torfaen Principal Area,-82,-37,,-54,-53,24
GB,,Tyne and Wear,-85,-47,-58,-74,-57,15
GB,,Vale of Glamorgan,-84,-49,-59,-70,-54,27
GB,,Warrington,-86,-42,-29,-68,-52,27
GB,,Warwickshire,-86,-44,-56,-72,-54,15
GB,,West Berkshire,-88,-49,-41,-82,-58,29
GB,,West Dunbartonshire Council,-75,-43,,-54,-51,23
GB,,West Lothian,-74,-29,-29,-52,-50,27
GB,,West Midlands,-84,-45,-45,-78,-57,15
GB,,West Sussex,-85,-46,-53,-85,-56,15
GB,,West Yorkshire,-84,-44,-49,-74,-55,15
GB,,Wiltshire,-84,-45,-56,-70,-54,15
GB,,Windsor and Maidenhead,-88,-42,-74,-79,-63,31
GB,,Wokingham,-81,-52,-26,-66,-61,32
GB,,Worcestershire,-86,-47,-44,-71,-55,14
GB,,Wrexham Principal Area,-83,-43,-45,-64,-48,24
GB,,York,-90,-50,-64,-84,-65,29
GE,,,-67,-36,-24,-53,-38,12
GH,,,-15,8,-15,-15,3,9
GR,,,-80,-41,-55,-76,-53,20
GT,,,-67,-39,-53,-69,-39,19
GW,,,-50,-11,-25,,-27,
HK,,,-35,-7,-43,-45,-24,16
HN,,,-81,-64,-59,-74,-46,20
HR,,,-82,-57,-45,-74,-50,15
HR,,Bjelovar-Bilogora County,-85,-58,-23,-70,-46,20
HR,,Brod-Posavina County,-81,-59,,-83,-51,23
HR,,City of Zagreb,-85,-61,-51,-76,-51,16
HR,,Dubrovnik-Neretva County,-78,-54,-29,-66,-52,22
HR,,Istria County,-74,-55,-35,-76,-45,15
HR,,Karlovac County,-83,-56,-16,-66,-48,30
HR,,Koprivnica-Križevci County,-81,-58,,,-44,25
HR,,Krapina-Zagorje County,-87,-63,,-72,-48,34
HR,,Lika-Senj County,-73,-44,-58,-83,-46,
HR,,Međimurje County,-86,-64,,-84,-54,27
HR,,Osijek-Baranja County,-83,-54,-14,-73,-47,17
HR,,Požega-Slavonia County,-83,-58,,-75,-49,0
HR,,Primorje-Gorski Kotar County,-82,-58,-47,-81,-48,15
HR,,Sisak-Moslavina County,-76,-61,-51,-71,-43,27
HR,,Split-Dalmatia County,-83,-52,-33,-76,-55,17
HR,,Varaždin County,-86,-61,-62,-83,-50,30
HR,,Virovitica-Podravina County,-80,-53,,-79,-46,1
HR,,Vukovar-Srijem County,-81,-52,,-70,-48,24
HR,,Zadar County,-77,-51,-19,-75,-47,25
HR,,Zagreb County,-85,-59,-64,-72,-53,15
HR,,Šibenik-Knin County,-78,-47,-12,-67,-48,15
HT,,,-34,-31,-19,-48,-14,7
HU,,,-66,-43,-7,-53,-32,10
HU,,Baranya,-70,-45,27,-45,-30,9
HU,,Borsod-Abaúj-Zemplén,-59,-47,19,-38,-28,8
HU,,Budapest,-74,-40,-38,-67,-39,12
HU,,Bács-Kiskun,-62,-42,10,-47,-27,9
HU,,Békés County,-54,-39,15,-43,-23,7
HU,,Csongrád,-66,-40,-12,-39,-28,10
HU,,Fejér,-58,-43,24,-48,-30,9
HU,,Gyor-Moson-Sopron,-71,-48,-6,-51,-42,11
HU,,Hajdú-Bihar,-63,-46,34,-52,-28,9
HU,,Heves County,-62,-48,-35,-48,-34,12
HU,,Jász-Nagykun-Szolnok,-52,-38,32,-49,-25,8
HU,,Komárom-Esztergom,-57,-40,51,-46,-28,9
HU,,Nógrád County,-51,-40,-29,-30,-24,15
HU,,Pest County,-56,-42,57,-34,-31,10
HU,,Somogy County,-58,-44,1,-44,-30,10
HU,,Szabolcs-Szatmár-Bereg,-57,-52,4,-43,-25,7
HU,,Tolna County,-50,-44,,-44,-28,18
HU,,Vas County,-68,-50,19,-55,-38,13
HU,,Veszprém,-57,-44,5,-43,-33,9
HU,,Zala County,-66,-52,-25,-48,-35,11
ID,,,-47,-27,-52,-54,-15,15
IE,,,-83,-37,-59,-78,-52,19
IE,,County Carlow,-83,-35,-52,-64,-48,9
IE,,County Cavan,-81,-39,-41,-57,-45,21
IE,,County Clare,-78,-30,-54,-74,-49,25
IE,,County Cork,-81,-40,-54,-73,-51,19
IE,,County Donegal,-81,-39,-49,-56,-47,21
IE,,County Dublin,-85,-35,-64,-82,-58,21
IE,,County Galway,-82,-36,-60,-68,-51,21
IE,,County Kerry,-83,-44,-54,-76,-53,22
IE,,County Kildare,-84,-36,-66,-71,-51,21
IE,,County Kilkenny,-82,-37,-65,-77,-47,23
IE,,County Laois,-79,-40,,-77,-48,22
IE,,County Leitrim,-93,-41,,,-50,
IE,,County Limerick,-82,-35,-57,-74,-46,21
IE,,County Longford,-77,-40,,,-45,
IE,,County Louth,-84,-39,-67,-84,-49,24
IE,,County Mayo,-85,-44,-31,-78,-47,22
IE,,County Meath,-80,-33,-54,-59,-49,21
